"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1982196927338045570","Sun Oct 26 01:15:53 +0000 2025","0","@LexWu_13 @bahlillahadalia sori ya bahlil.. coba jelaskan Mksd anda etika tsb .","1982254825157878062","","LexWu_13","in","","0","0","0","https://x.com/undefined/status/1982254825157878062","1603519410584817665",
"1982049959190134827","Sun Oct 26 01:14:58 +0000 2025","0","@zyouslye jhat bgt elu tmennya bahlil yh","1982254596312449279","","zyouslye","in","","0","0","0","https://x.com/undefined/status/1982254596312449279","1976749506965520384",
"1982248759850353070","Sun Oct 26 01:14:16 +0000 2025","1","@_reginagata_ pengen juga dong atasan kek bahlil","1982254418213884374","","_reginagata_","in","","0","1","0","https://x.com/undefined/status/1982254418213884374","1376016210580496385",
"1981719491110224245","Sun Oct 26 01:14:01 +0000 2025","0","@strootsys Bahlil Lahadalia 🇲🇨","1982254355140018233","","strootsys","in","","0","0","0","https://x.com/undefined/status/1982254355140018233","599088777",
"1981637720171770339","Sun Oct 26 01:13:07 +0000 2025","0","@kumparan kanda bahlil nih... kanda you know who gimana? @edskywalker @wikydewi @sovaaim @satriyazul","1982254128324632577","","kumparan","in","","0","1","0","https://x.com/undefined/status/1982254128324632577","119931297",
"1982253408074465790","Sun Oct 26 01:10:15 +0000 2025","0","Di cfd ngeliat mas² mbak² pegawai shell suhat yg biasa w isin bensin jualan oli ya Allah bahlil babii bangsayttt","1982253408074465790","","","in","","0","0","0","https://x.com/undefined/status/1982253408074465790","126873450",
"1982072148756935063","Sun Oct 26 01:09:57 +0000 2025","0","@Esnchae Labubu yg mukany bahlil ada gk","1982253331201597690","","Esnchae","in","","0","0","0","https://x.com/undefined/status/1982253331201597690","1921868624371073024",
"1982253197679821059","Sun Oct 26 01:09:25 +0000 2025","1","Klaim 10.000 saldo pas install apk Shopeepay Caranya: Upgrade ke Spay plus login dg akun shopee &amp; masukin kode referral FF6JWV5WP diskon promo freelance job receh zonauang prabowo tom lembong gibran bahlil jokowi purbaya anies budi arie program mbg https://t.co/RDWxz4yiJw https://t.co/6b4gcaXjAT","1982253197679821059","https://pbs.twimg.com/media/G4JgxYbXgAApqV4.jpg","","in","","0","0","1","https://x.com/undefined/status/1982253197679821059","1931239562648653824",
"1982252794225545387","Sun Oct 26 01:07:49 +0000 2025","1","Klaim 10.000 saldo pas install apk Shopeepay Caranya: Upgrade ke Spay plus login dg akun shopee &amp; masukin kode referral FF6JWV5WP diskon promo freelance job receh zonauang king emyu bahlil liverpool projo dalot amorim jule samsung aqeela renjun oscar https://t.co/cziHHCFI5H https://t.co/Rx7HxReuzX","1982252794225545387","https://pbs.twimg.com/media/G4JgaUqX0AABzvc.jpg","","in","","0","0","1","https://x.com/undefined/status/1982252794225545387","791791758",
"1982098639586807907","Sun Oct 26 01:05:47 +0000 2025","0","@TWlLIGHTSPELL Bukan bahlil","1982252285259284587","","TWlLIGHTSPELL","in","","0","0","0","https://x.com/undefined/status/1982252285259284587","917660779",
"1982040833940660665","Sun Oct 26 01:04:26 +0000 2025","0","@iBayem @ekakunjeri mesakkke.. wis koyo junjungane bahlil bukad saiki. wong berkata jujur malah dikriminalisasi..","1982251943092216040","","iBayem","in","","0","1","0","https://x.com/undefined/status/1982251943092216040","204709090",
"1981916518708580509","Sun Oct 26 01:01:26 +0000 2025","0","@MikaelDewabrata Tapi pertanyaanya adalah emang bahlil cerdas? Keputusanya kacau balau disertasi gak beres cerdas dari hongkong? Bahlil mah udah jelek tolol pula gw gak tau ini goblin muncul darimana kok bisa mendadak ujug2 jadi menteri","1982251187937116212","","MikaelDewabrata","in","","0","0","0","https://x.com/undefined/status/1982251187937116212","1578556327898492929",
"1981549518912180632","Sun Oct 26 01:00:50 +0000 2025","0","@writerfreax @MasBRO_back Bahlil Lahadalia dulu kurus karena kemiskinan dan busung lapar saat muda. Kini dengan kesuksesan sebagai pengusaha dan menteri penampilannya berubah jadi lebih sehat dan hensem berkat perbaikan gizi olahraga dan gaya hidup. Otodidak? Ia belajar mandiri dalam karirnya tapi","1982251036682457171","","writerfreax","in","","0","0","0","https://x.com/undefined/status/1982251036682457171","1720665183188922368",
"1982250827105308832","Sun Oct 26 01:00:00 +0000 2025","2","Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menaikkan tunjangan kinerja (tukin) aparatur sipil negara (ASN) Kementerian ESDM sebesar 100 persen. Ia mengatakan keputusan tersebut sudah mendapat restu dari Presiden Prabowo Subianto. Beliau (presiden) https://t.co/8OVyqmXK2s","1982250827105308832","https://pbs.twimg.com/media/G4IWwdTWEAE4H9o.jpg","","in","","0","1","0","https://x.com/undefined/status/1982250827105308832","55507370",
"1982250770947870971","Sun Oct 26 00:59:46 +0000 2025","0","Oh iya semalem aku mimpi bahlil dibantu skz blusukan kirim bansos aneh bgt jir mana bahlil mirip goblin gitu cebol pendek.","1982250770947870971","","","in","","0","1","0","https://x.com/undefined/status/1982250770947870971","1887429008226459648",
"1981709539482505410","Sun Oct 26 00:59:43 +0000 2025","0","@kqiddy ledakin plsss gue udh di tahap mimpi el maja tp malah dispam ikan bahlil","1982250758687822230","","kqiddy","in","","0","0","0","https://x.com/undefined/status/1982250758687822230","1529387122469523456",
"1982249959891091843","Sun Oct 26 00:56:33 +0000 2025","1","Klaim 10.000 saldo pas install apk Shopeepay Caranya: Upgrade ke Spay plus login dg akun shopee &amp; masukin kode referral FF6JWV5WP diskon promo freelance job receh zonauang prabowo tom lembong gibran bahlil jokowi purbaya luhut anies budi arie hapsun https://t.co/RDWxz4yiJw https://t.co/gc2Rr480OS","1982249959891091843","https://pbs.twimg.com/media/G4Jd07QXMAAK5ig.jpg","","in","","1","0","1","https://x.com/undefined/status/1982249959891091843","1931239562648653824",
"1981638609838195120","Sun Oct 26 00:56:01 +0000 2025","0","@warasselaluah @didiek_murdock Ga di edit muka bahlil nih?","1982249824867999916","","warasselaluah","in","","0","0","0","https://x.com/undefined/status/1982249824867999916","1417254303165607938",
"1981984263731069404","Sun Oct 26 00:54:59 +0000 2025","0","@FNazy14 @christasyd ya bukan berarti bahlil ngga salah lah. dua duanya punya kepentingan yg sejalan","1982249566964760758","","FNazy14","in","","0","1","0","https://x.com/undefined/status/1982249566964760758","1010100298050752513",
"1981711020885520461","Sun Oct 26 00:31:30 +0000 2025","0","@tvOneNews Karena Bahlil sadar gak bisa kerja cuman omon² jadi dia paham dengan cibiran netizen","1982243656187711658","","tvOneNews","in","","0","0","0","https://x.com/undefined/status/1982243656187711658","1490325498366332935",
"1981994386868093178","Sun Oct 26 00:29:48 +0000 2025","0","@MuhammadTuhasan Bahlil vs Bahlul","1982243226758049954","","MuhammadTuhasan","in","","0","0","0","https://x.com/undefined/status/1982243226758049954","1471416794384457731",
"1982243196089303476","Sun Oct 26 00:29:40 +0000 2025","0","Bahlil dah lah jelek rakus dan licik pula ewwww","1982243196089303476","","","in","","0","0","0","https://x.com/undefined/status/1982243196089303476","1758523772834095104",
"1982243130591072426","Sun Oct 26 00:29:25 +0000 2025","0","kalo kata ku sih putus aja ya biar sabine intropeksi diri dan coba berdamai sama trauma trs si bahlil ini nyesel ntaran ️","1982243130591072426","","","in","","0","0","0","https://x.com/undefined/status/1982243130591072426","1288353702382772224",
"1982029157598220468","Sun Oct 26 00:28:55 +0000 2025","0","@ramesgoceng Jujur slide pertama kek Bahlil waktu bulutangkis","1982243006607667261","","ramesgoceng","in","","0","1","0","https://x.com/undefined/status/1982243006607667261","1935582261950500864",
"1981638609838195120","Sun Oct 26 00:24:39 +0000 2025","1","@didiek_murdock Sbg penggemar LOTR sangat keberatan sih Smeagol disamain sm bahlil.","1982241930470641761","","didiek_murdock","in","","0","0","0","https://x.com/undefined/status/1982241930470641761","214439372",
"1982241787629490321","Sun Oct 26 00:24:05 +0000 2025","1","Rp 10.000 saldo dpt pas install apk shopeepay Caranya: Upgrade ke spay plus login dg akun shopee &amp; masukin kode referral FF6JWV5WP diskon freelance job receh zonauang king emyu bahlil liverpool projo dalot amorim jule samsung aqeela renjun lando norris https://t.co/jrJWpyIjPR","1982241787629490321","","","in","","0","0","0","https://x.com/undefined/status/1982241787629490321","1884735513976004608",
"1982241452278288631","Sun Oct 26 00:22:45 +0000 2025","0","ya Tuhan tolong angkat batuk berdahak yang sedang saya alami ini dan pindahkan ke bahlil","1982241452278288631","","","in","","0","0","0","https://x.com/undefined/status/1982241452278288631","1010963360354000896",
"1982017176254161226","Sun Oct 26 00:19:35 +0000 2025","0","@tvOneNews Iqdam duet sama Ust Bahlil","1982240658715730286","","tvOneNews","in","","0","0","0","https://x.com/undefined/status/1982240658715730286","517103871",
"1981930290176987632","Sun Oct 26 00:18:12 +0000 2025","0","@harucaptain @jjaejpg lu diangkut ama bahlil","1982240306884997367","","harucaptain","in","","0","2","0","https://x.com/undefined/status/1982240306884997367","1962305240075845632",
"1982051554657026535","Sun Oct 26 00:17:43 +0000 2025","0","@lynxluna Dlu (skrng mungkin masih ada) sentimen ke chindo mereka penguasa ekonomi tapi ya mungkin mereka emng rata2 lebih well off di banding suku lain. Tapi sama aje bnyak yg susah. Sama kayak kita bagi mereka si yg kaya tuh 1-2% dari keseluruhan. Apalagi skrng ada luhut dan bahlil ","1982240185245954516","","lynxluna","in","","0","0","0","https://x.com/undefined/status/1982240185245954516","353573043",
"1982240026302755210","Sun Oct 26 00:17:05 +0000 2025","0","Menteri ESDM Bahlil Lahadalia Maafkan Pembuat Meme Minta Sayap Partai Golkar Cabut Laporan Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia https://t.co/lYvaMqSZw9 #61TahunGolkar #partaigolkar #golkarpedia #bahlillahadalia https://t.co/6hCzZzRbej","1982240026302755210","https://pbs.twimg.com/media/G4JUzBqXEAA92n9.jpg","","in","","0","0","0","https://x.com/undefined/status/1982240026302755210","1593171387057049600",
"1981891459113521502","Sun Oct 26 00:16:50 +0000 2025","0","@txtdrimedia Belum tentu orang ganteng itu bahlil","1982239963522498675","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1982239963522498675","1420336871742140418",
"1981679481418117503","Sun Oct 26 00:16:49 +0000 2025","0","@Dennysiregar7 Awas lo ada yg ditangkap karena meme bahlil","1982239958753816932","","Dennysiregar7","in","","0","0","0","https://x.com/undefined/status/1982239958753816932","136000526",
"1982239446054658243","Sun Oct 26 00:14:46 +0000 2025","0","buat bahlil cuci muka kali","1982239446054658243","","","in","","0","0","0","https://x.com/undefined/status/1982239446054658243","820972978535952385",
"1982239321168937013","Sun Oct 26 00:14:17 +0000 2025","0","Ini kata Menteri Bahlil soal pencapaian sektor ESDM https://t.co/LGG8gVGO7v","1982239321168937013","","","in","","0","0","0","https://x.com/undefined/status/1982239321168937013","2678898343",
"1982091717571706910","Sun Oct 26 00:11:28 +0000 2025","0","@RestyeCayah Si Bahlil gak belajar dari PPP yg nyungsep di 2024 Karena memunculkan kembali mantan koruptor Si Romi Romahurmuji","1982238614605217957","","RestyeCayah","in","","0","0","0","https://x.com/undefined/status/1982238614605217957","1606259742388629505",
"1982238271171125505","Sun Oct 26 00:10:44 +0000 2025","0","@axeltjs Branding akunmu: Akun pribadi dengan fokus politik Indonesia meme sarkastik dan opini sehari-hari seperti cuaca atau isu aktual (misal Golkar Prabowo Bahlil). Rate: 7/10. Alasan: Konten konsisten dan relatable tapi engagement rendah (followers 119 likes minim). Saran:","1982238431377015088","","axeltjs","in","","0","0","0","https://x.com/undefined/status/1982238431377015088","1720665183188922368",
"1982083156225429600","Sun Oct 26 00:05:26 +0000 2025","0","@hlodekk berat bahlil","1982237097269592357","","hlodekk","in","","0","0","0","https://x.com/undefined/status/1982237097269592357","1134663746503077888",
"1982088094758371603","Sun Oct 26 00:04:36 +0000 2025","0","@KucengTerbanggg BAHLIL SI PETUALANG","1982236887646372253","","KucengTerbanggg","in","","0","0","0","https://x.com/undefined/status/1982236887646372253","1724848951394963456",
"1982236765797617772","Sun Oct 26 00:04:07 +0000 2025","1","Lha itu juga nemunya... Gak sengaja. Menteri yang diusung rame-rame mah... bahlil. nusron. ara. pigai raja juli zulhas... Yang gitu-gitu deh.","1982236765797617772","","","in","","0","0","0","https://x.com/undefined/status/1982236765797617772","81766731",
"1982216329781473674","Sun Oct 26 00:03:00 +0000 2025","0","@fitriiiiy_ bahlil kapan tobat sayang ?","1982236483890172265","","fitriiiiy_","in","","0","1","0","https://x.com/undefined/status/1982236483890172265","1557754722701824000",
"1981916518708580509","Sun Oct 26 00:02:16 +0000 2025","0","@MikaelDewabrata Bahlil itu imut tp cerdas. Klw gak cerdas masa iya bisa jadi mentri.","1982236297206063261","","MikaelDewabrata","in","","0","0","0","https://x.com/undefined/status/1982236297206063261","1721923608128479232",
"1982235986516984200","Sun Oct 26 00:01:02 +0000 2025","0","sender goblok tolol bego kayak bahlil","1982235986516984200","","","in","","0","0","0","https://x.com/undefined/status/1982235986516984200","3167464758",
"1982029068427288962","Sun Oct 26 00:00:24 +0000 2025","0","@yaniarsim Pertanyaannya kapan ya rambut Abah Bahlil gondrong biar tambah ganteng","1982235829293428948","","yaniarsim","in","","0","0","0","https://x.com/undefined/status/1982235829293428948","1524298972377980928",
"1979464973685526726","Sat Oct 25 23:58:03 +0000 2025","0","@tempodotco Oh wajar si Bahlil gak di pecat2 ya","1982235237594873996","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1982235237594873996","393357370",
"1981897929041612878","Sat Oct 25 23:53:18 +0000 2025","0","@Not_eaJPark Giliran nyebar meme bahlil malah mo di tangkep","1982234040703881292","","Not_eaJPark","in","","0","0","0","https://x.com/undefined/status/1982234040703881292","1649449867",
"1982230536207683829","Sat Oct 25 23:47:26 +0000 2025","0","Enteng bgt cuman kpop tp coba deh kalo mc nya disitu memb gg. Gue ga yakin org2 ga ngamuk2 liat qrt begitu. Memb gg nya pasti udah disumpahin macem2 dan kesalahan dia pasti bakal diinget terus sampe bahlil berubah jadi bayi bajang beneran","1982232564783096311","","lowkeyvaneela","in","","0","0","0","https://x.com/undefined/status/1982232564783096311","1725851366676164608",
"1982088094758371603","Sat Oct 25 23:46:02 +0000 2025","8","@KucengTerbanggg BAHLIL NETANYAHU (kolaborasi lokal dan internasional)","1982232213170372717","","KucengTerbanggg","in","","0","0","1","https://x.com/undefined/status/1982232213170372717","1824967502163824640",
"1982231995477598262","Sat Oct 25 23:45:10 +0000 2025","0","kak jangan lupa dilanjut ya sebelum aku telpon Bahlil dan Sahroni ","1982231995477598262","","","in","","0","0","0","https://x.com/undefined/status/1982231995477598262","1676287874852073473",
"1982101422536856001","Sat Oct 25 23:35:54 +0000 2025","0","@hrdbacot Gara-gara si jelek bahlil tapi 58% masyarakat Indonesia setuju","1982229663612051871","","hrdbacot","in","","0","0","0","https://x.com/undefined/status/1982229663612051871","47042310",
"1982229516853645441","Sat Oct 25 23:35:19 +0000 2025","0","Bahlil ganteng juga ya","1982229516853645441","","","in","","0","2","0","https://x.com/undefined/status/1982229516853645441","1926764291895574528",
"1981873313740918998","Sat Oct 25 23:33:46 +0000 2025","0","@Scorpio_1420 Bahlil: Tidak semua orang kaya itu cerdas","1982229126510489947","","Scorpio_1420","in","","0","0","0","https://x.com/undefined/status/1982229126510489947","406110313",
"1980872108772323598","Sat Oct 25 23:29:52 +0000 2025","0","@Stakof Lah lo bahas Bahlil gw jawab. Dia s3 lo s1 7 tahun fakta. Nulis di media udah jaman s1 dan gw lupa filenya. Kalo mau nanya karya gw skrg liat google scholar n perpres 28 tahun 2023 itu salah satunya gw tim penyusun.","1982228145248874784","","Stakof","in","","0","0","0","https://x.com/undefined/status/1982228145248874784","1437585826838310913",
"1982000715141685394","Sat Oct 25 23:27:24 +0000 2025","0","@blueslilyc apa mau bertiga aja bareng bahlil","1982227523967881444","","blueslilyc","in","","0","0","0","https://x.com/undefined/status/1982227523967881444","1945887637052747776",
"1982000715141685394","Sat Oct 25 23:27:10 +0000 2025","0","@xltsarchive tw bahlil khh","1982227467352809693","","xltsarchive","in","","0","0","0","https://x.com/undefined/status/1982227467352809693","1945887637052747776",
"1981958862640152650","Sat Oct 25 23:25:08 +0000 2025","0","@strootsys kirain bahlil","1982226952611090563","","strootsys","in","","0","0","0","https://x.com/undefined/status/1982226952611090563","107966329",
"1982213184200003857","Sat Oct 25 23:23:47 +0000 2025","1","@LexWu_13 Kanda bahlil viral jalur meme etanol","1982226614625693817","","LexWu_13","in","","0","0","0","https://x.com/undefined/status/1982226614625693817","1235812906257670146",
"1981458457535664418","Sat Oct 25 23:20:57 +0000 2025","0","@CNNIndonesia @AndiDirman3 Dari kelompok nya bahlil ya parte golkar ?????","1982225902470562111","","CNNIndonesia","in","","0","0","0","https://x.com/undefined/status/1982225902470562111","1524615212875546625",
"1981948837389369721","Sat Oct 25 23:20:54 +0000 2025","0","@Tuantongki @ARSIPAJA Lebih mahal ? Kocak lu dasar bahlil","1982225887471825203","","Tuantongki","in","","0","0","0","https://x.com/undefined/status/1982225887471825203","1615547870",
"1982088094758371603","Sat Oct 25 23:20:13 +0000 2025","0","@KucengTerbanggg 1. Dajjal 2. Israil 3. Fufufafa 4. Bahlil","1982225716113748287","","KucengTerbanggg","in","","0","0","0","https://x.com/undefined/status/1982225716113748287","1581114443466821633",
"1982223729360003326","Sat Oct 25 23:12:19 +0000 2025","2","kalau pembuat meme bahlil di polisikan apakah pembuat meme polisi akan di bahlilkan?","1982223729360003326","","","in","","0","3","0","https://x.com/undefined/status/1982223729360003326","1747601558978826240",
"1982223045436506485","Sat Oct 25 23:09:36 +0000 2025","1","Dapatkan bonus 10.000 saldo pas install apk Shopeepay Caranya: Upgrade ke spay plus login dg shopee &amp; masukin kode referral FF6JWV5WP diskon promo freelance job receh zonauang prabowo tom lembong gibran bahlil jokowi purbaya luhut anies budi arie oscar https://t.co/RDWxz4yiJw https://t.co/hJhUvHNWel","1982223045436506485","https://pbs.twimg.com/media/G4JFWRpWkAAjw0m.jpg","","in","","0","0","1","https://x.com/undefined/status/1982223045436506485","1931239562648653824",
"1981973638804115837","Sat Oct 25 23:06:51 +0000 2025","0","@_riverheaven Bahlil lagi..Bahlil lagi...Emang Bahlul tuh kasus... https://t.co/KD6INVxXB3","1982222354265543030","https://pbs.twimg.com/ext_tw_video_thumb/1982222334355296256/pu/img/AA0KOhZ-KyGHx1MQ.jpg","_riverheaven","in","","0","0","0","https://x.com/undefined/status/1982222354265543030","2779553617",
"1982222163097624980","Sat Oct 25 23:06:06 +0000 2025","0","gue ngakak terus anjir kalo masalah meme bahlil ","1982222163097624980","","","in","","0","1","0","https://x.com/undefined/status/1982222163097624980","1837131745663275008",
"1981888446730768577","Sat Oct 25 23:01:58 +0000 2025","0","@ARSIPAJA Ealah anak buah bahlil bawahan sama ketuanya sami mawon","1982221122373591230","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1982221122373591230","75395185",
"1981891459113521502","Sat Oct 25 22:57:22 +0000 2025","0","@txtdrimedia Bahlil kamu dihina bukan krn jelek saja krn kamu culas korup jahat penghianat curang jahat dan jelek.","1982219965571772780","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1982219965571772780","1276831038178594821",
"1982029068427288962","Sat Oct 25 22:55:21 +0000 2025","3","@yaniarsim abah bahlil.. pendukung2 bahlil jadi anak abah juga dong?","1982219460200030366","","yaniarsim","in","","0","1","0","https://x.com/undefined/status/1982219460200030366","1646345540333105153",
"1982219033136038206","Sat Oct 25 22:53:40 +0000 2025","0","Sumber: detikFinance https://t.co/Bvgea0Puk8 Cb dicek hayo bapak #esdm","1982219033136038206","","","in","","0","0","0","https://x.com/undefined/status/1982219033136038206","196727126",
"1981891459113521502","Sat Oct 25 22:46:44 +0000 2025","0","@txtdrimedia Dia sadar diri jelek wkwk Bahlil udah jelek malah mines di segala hal wkwk","1982217290427842716","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1982217290427842716","1423636363400777728",
"1981302209204899898","Sat Oct 25 22:44:48 +0000 2025","0","@MurtadhaOne1 @KementerianESDM @pertamina Bahlil segwra copot..kebijakannya gk pro rakyat","1982216801829507324","","MurtadhaOne1","in","","0","0","0","https://x.com/undefined/status/1982216801829507324","1501970372169650190",
"1982216221173944671","Sat Oct 25 22:42:29 +0000 2025","0","bajingan rashford memasak ","1982216221173944671","","","in","","0","0","0","https://x.com/undefined/status/1982216221173944671","1868588428075708416",
"1982215777764671953","Sat Oct 25 22:40:43 +0000 2025","0","cape bgt ngelike in komen hate nya si bahlil anjg ngakak https://t.co/iy5l52b04Z","1982215777764671953","https://pbs.twimg.com/media/G4I-vZeXgAAen4g.jpg","","in","","0","0","0","https://x.com/undefined/status/1982215777764671953","1468127563390144514",
"1982215686324633987","Sat Oct 25 22:40:22 +0000 2025","0","Beneran dah diketawain MU. loserpool loserpool","1982215686324633987","","","in","","0","0","0","https://x.com/undefined/status/1982215686324633987","1868588428075708416",
"1982214986865770672","Sat Oct 25 22:37:35 +0000 2025","0","Bila ini terjadi sungguh tidak ada tempat untuk orang baik di negeri ini. Berbahagia sekali jkw Luhut Bahlil.","1982214986865770672","","","in","","0","0","0","https://x.com/undefined/status/1982214986865770672","1740546425904410624",
"1982214969715515457","Sat Oct 25 22:37:31 +0000 2025","0","Labah-Labah Bahlil","1982214969715515457","","","in","","0","0","0","https://x.com/undefined/status/1982214969715515457","1105659203656388608",
"1982119007177118101","Sat Oct 25 22:34:20 +0000 2025","0","@asdfgshr Awali pagi hari liat poto bahlil y kak","1982214168905122037","","asdfgshr","in","","0","0","0","https://x.com/undefined/status/1982214168905122037","1545965005949915136",
"1982041519239705055","Sat Oct 25 22:31:09 +0000 2025","0","@shiva3032854884 Bahlil suruh jadi penterjemah.","1982213369911235035","","shiva3032854884","in","","0","0","0","https://x.com/undefined/status/1982213369911235035","1287191143571025921",
"1981891459113521502","Sat Oct 25 21:46:53 +0000 2025","0","@txtdrimedia SAYA SEBAGAI ORG GANTENG MERASA TERHINA AKAN SAYA TUNTUT KAMU BAHLIL ","1982202229420351525","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1982202229420351525","47261271",
"1982201367549653252","Sat Oct 25 21:43:28 +0000 2025","0","inimah bahlil minder liat kelakuan dia","1982201367549653252","","","in","","0","0","0","https://x.com/undefined/status/1982201367549653252","1814358641555955712",
